# fluidTemp[x, y] in Kelvin: x is index of the azimuthal position on the receiver surface, from South, counter clockwise; and y: index of height on the receiver from bottom to top.
1.013249203750763854e+03,1.013277977365090464e+03,8.975142951530508526e+02,8.973991748505202395e+02,8.945345959622281953e+02,8.937064572752427694e+02,8.883326582229274209e+02,8.889119170899398341e+02,8.904397536404585480e+02,8.904719750999748840e+02,1.013320559193027975e+03,1.013264119477084478e+03
1.013408991514945797e+03,1.013470982497370642e+03,8.975589316967273135e+02,8.968859441703577886e+02,8.956977363337978204e+02,8.925482018791792598e+02,8.874372119980589559e+02,8.896827151564302767e+02,8.901266086677541125e+02,8.904869421382391010e+02,1.013626102827200612e+03,1.013464161973915225e+03
1.013480505721693362e+03,1.013548264910058833e+03,8.978222607432343239e+02,8.958712851095572205e+02,8.975347597654888432e+02,8.907171623822657693e+02,8.859836464817719843e+02,8.909760072127165813e+02,8.893552983214183314e+02,8.906802292651714197e+02,1.013838533697185539e+03,1.013592178443665944e+03
1.013415348082633045e+03,1.013452158463803016e+03,8.984390089150813310e+02,8.941813835416496659e+02,9.000201431791917912e+02,8.881656067359268718e+02,8.838004115968999486e+02,8.929473018201817922e+02,8.880382537278642303e+02,8.911528355999105315e+02,1.013909675964252529e+03,1.013621991142562933e+03
1.013178071860094860e+03,1.013086141534154535e+03,8.995020051709097970e+02,8.916189733113362763e+02,9.032077909596616792e+02,8.848472689172449464e+02,8.808431996341319064e+02,8.956977966122755106e+02,8.859943951752607063e+02,8.920709572217765526e+02,1.013764693961327566e+03,1.013530487413591118e+03
1.012728902163359862e+03,1.012338883088249759e+03,9.011652560906150029e+02,8.882001812323487684e+02,9.070055903821184984e+02,8.808885948397310131e+02,8.772070962035109005e+02,8.990964987901893437e+02,8.830705247761068222e+02,8.935256978062525377e+02,1.013352670190969661e+03,1.013239252864368837e+03
1.012006617939249622e+03,1.011103762327342451e+03,9.036579799498560988e+02,8.839697581745818979e+02,9.112211761917031936e+02,8.764941975134643144e+02,8.730391739818355745e+02,9.030642082358695006e+02,8.792657280381993132e+02,8.956149804707367821e+02,1.012583584785258608e+03,1.012696848880198786e+03
1.010970910722927783e+03,1.009400142646223230e+03,9.069395690364342499e+02,8.790726705563049563e+02,9.156104991299361018e+02,8.718484027834335848e+02,8.685546165069563358e+02,9.074341959697557058e+02,8.747148446273530453e+02,8.985369487279626810e+02,1.011424758067612629e+03,1.011930103122930518e+03
1.009622051493116942e+03,1.007200676249408048e+03,9.109354637073342928e+02,8.737428591931751498e+02,9.200853898624297926e+02,8.670191628263756911e+02,8.639839435041742490e+02,9.119239817621842121e+02,8.696312426007850718e+02,9.022137343142317150e+02,1.009885303164713605e+03,1.010937779010913346e+03
1.007949967901837681e+03,1.004451464787974714e+03,9.154985506443175609e+02,8.682054659934610754e+02,9.245951104585648181e+02,8.622619217871854289e+02,8.594208730617458514e+02,9.162859048833787483e+02,8.642390078234782322e+02,9.062834533511551172e+02,1.007956402609340898e+03,1.009680737024440305e+03
1.005948124601999780e+03,1.001268673872378486e+03,9.202516033828630952e+02,8.627019993247183720e+02,9.289005476282241034e+02,8.577265764940605095e+02,8.549088599619894921e+02,9.205438010441268943e+02,8.588096317007732523e+02,9.104857716339806757e+02,1.005775151203065661e+03,1.008194569375159745e+03
1.003724097203490373e+03,9.977869794635050766e+02,9.251024292958926480e+02,8.573472055026356884e+02,9.329721012048761395e+02,8.532614629726275552e+02,8.505845614793004188e+02,9.247421598087687471e+02,8.535583054018826488e+02,9.147118880345431080e+02,1.003439599299538486e+03,1.006543077866270778e+03
1.001350007892779331e+03,9.941025484116187272e+02,9.298831887980602460e+02,8.521416929386700758e+02,9.368698950404830157e+02,8.489268236921993775e+02,8.464071419106709300e+02,9.287890638744872831e+02,8.485207794351856592e+02,9.189279922524293625e+02,1.000927828977227819e+03,1.004764146424790965e+03
9.987737276122286403e+02,9.902813919855573204e+02,9.344799162529108116e+02,8.470478992884761738e+02,9.406877445651794005e+02,8.447460366083541885e+02,8.422875985610827456e+02,9.327076425466998444e+02,8.435330696109788278e+02,9.229604887297762161e+02,9.983001272770259220e+02,1.002871075395382150e+03
9.960452160497594605e+02,9.863532282817072883e+02,9.390319251508435627e+02,8.420851854234522307e+02,9.444392353056043703e+02,8.406562736440548633e+02,8.382429240796992644e+02,9.364891317632760774e+02,8.386561109733072499e+02,9.267853475563201755e+02,9.956474499614658953e+02,1.000857973675090307e+03
9.932713095746996714e+02,9.824328016605149969e+02,9.434993705397200756e+02,8.371863518675030491e+02,9.481393747543247628e+02,8.365259398029259046e+02,8.342394227005733001e+02,9.402454864746449630e+02,8.339429445079086918e+02,9.304894346651949490e+02,9.929514500596592370e+02,9.987295023706885786e+02
9.904837143746690344e+02,9.785258186410584358e+02,9.478726295747294444e+02,8.322173923089035270e+02,9.518016441918051669e+02,8.323636850803865173e+02,8.302389295942402896e+02,9.440325243694426263e+02,8.291862253767587845e+02,9.341330458297470614e+02,9.901852652108891562e+02,9.965258572521436236e+02
9.877176065504636426e+02,9.745454102655874067e+02,9.521889432892953664e+02,8.271942067360024566e+02,9.555034353231502564e+02,8.281747402366038386e+02,8.261183516368532764e+02,9.477584978104337097e+02,8.242973278547477776e+02,9.378335502639226888e+02,9.873556708494691065e+02,9.943631117843935954e+02
9.850447150743816564e+02,9.706638226019856575e+02,9.563633378629569961e+02,8.221619370716191497e+02,9.592555209849638231e+02,8.238526555330386145e+02,8.219054253002532278e+02,9.514433462492386298e+02,8.193634143760173174e+02,9.414709501850302331e+02,9.845621835940556821e+02,9.923149286042789754e+02
9.825907870692633423e+02,9.671409535025143214e+02,9.602014940336522386e+02,8.171018473945634923e+02,9.628996961401287535e+02,8.194982705624699975e+02,8.176916522692689568e+02,9.551710571510900536e+02,8.144658062591638554e+02,9.448998138341551112e+02,9.818840828012105248e+02,9.904015076499285897e+02
9.804249708523313984e+02,9.640362886585434126e+02,9.637011922616732136e+02,8.122270818148424496e+02,9.665131656655390771e+02,8.151057241503363002e+02,8.133708079802389648e+02,9.588728929528516574e+02,8.097638288521789036e+02,9.479886367331846486e+02,9.794385382650270913e+02,9.886930171705199655e+02
9.785978429852173122e+02,9.614523164668190702e+02,9.667484172866712697e+02,8.076992771266156979e+02,9.701124013698436102e+02,8.107224107094302781e+02,8.091296900769515332e+02,9.624657086124120724e+02,8.054868474314882860e+02,9.505693924263051713e+02,9.774255042236288773e+02,9.872107997534782271e+02
9.771346733077605222e+02,9.594615400178396385e+02,9.691504616126550218e+02,8.036006670653748643e+02,9.734984154154831231e+02,8.066094254445335991e+02,8.052553142177531527e+02,9.657665404994809251e+02,8.018154898994083624e+02,9.525956449666715571e+02,9.758588333788575255e+02,9.860108597632076908e+02
9.760327985154860926e+02,9.580163700614307345e+02,9.708967011985045019e+02,8.001796367503387728e+02,9.765283205436944627e+02,8.029008702251536533e+02,8.017646427960385154e+02,9.685523663747386536e+02,7.988613679164284349e+02,9.541095509762740221e+02,9.746699720969027112e+02,9.852004691667632414e+02
9.753048893453656092e+02,9.570861395140674404e+02,9.720946259437187109e+02,7.975597784908478616e+02,9.791298578838716367e+02,7.996635802765956669e+02,7.987638185179396260e+02,9.707787048967591090e+02,7.966074746372369191e+02,9.551528184201333715e+02,9.738738879475358772e+02,9.846767237825529264e+02
9.748568066627510689e+02,9.565652960835523118e+02,9.728152103173492833e+02,7.956438451310893925e+02,9.811943906016847450e+02,7.970646835643308350e+02,7.964304387353827224e+02,9.724135154422604046e+02,7.950320530253200104e+02,9.557969989585189978e+02,9.734491856483818992e+02,9.843565562685603254e+02
9.746035176364912331e+02,9.563048771316990724e+02,9.731533273865110232e+02,7.942996602604172267e+02,9.827015844136483338e+02,7.951034474776693060e+02,7.947479725758696532e+02,9.735361873845092759e+02,7.940149244425662118e+02,9.561100652870143222e+02,9.733006818942957352e+02,9.842124263409820060e+02
9.745296557892581859e+02,9.562099857898219852e+02,9.733012492168563767e+02,7.934584061258793781e+02,9.837582692351365949e+02,7.936979498333196261e+02,7.936039007937771430e+02,9.742621373537870113e+02,7.933802744022355000e+02,9.561933982546129300e+02,9.733112237016603103e+02,9.841782013874091035e+02
